goal,dimension,region_id,score
ICO,pressures,86,49.58
ICO,pressures,87,50.53
ICO,pressures,88,67.43
ICO,pressures,89,55.98
ICO,pressures,90,54.43
ICO,pressures,91,56.86
ICO,pressures,92,42.27
ICO,pressures,93,53.4
ICO,pressures,94,48.9
ICO,pressures,95,45.43
ICO,pressures,96,62.25
ICO,pressures,97,56.53
ICO,pressures,98,57.07
ICO,pressures,99,54.59
ICO,pressures,100,55.48
ICO,pressures,101,43.83
ICO,pressures,102,63.6
ICO,pressures,103,45.46
ICO,resilience,1,33.86
ICO,resilience,2,37.68
ICO,resilience,3,30.43
ICO,resilience,4,38.74
ICO,resilience,5,31.87
ICO,resilience,6,26.34
ICO,resilience,7,16.51
ICO,resilience,8,36.51
ICO,resilience,9,41.12
ICO,resilience,10,26.25
ICO,resilience,11,48.93
ICO,resilience,12,41.97
ICO,resilience,13,37.46
ICO,resilience,14,33.08
ICO,resilience,15,29.74
ICO,resilience,16,34.01
ICO,resilience,17,35.11
ICO,resilience,18,36.94
ICO,resilience,19,48.71
ICO,resilience,20,34.55
ICO,resilience,21,25.13
ICO,resilience,22,25.76
ICO,resilience,23,35.56
ICO,resilience,24,29.93
ICO,resilience,25,29.04
ICO,resilience,26,35.72
ICO,resilience,27,36.7
ICO,resilience,28,45.43
ICO,resilience,29,38.65
ICO,resilience,30,37.3
ICO,resilience,31,40.29
ICO,resilience,32,48.64
ICO,resilience,33,34.77
ICO,resilience,34,29.11
ICO,resilience,35,30.76
ICO,resilience,36,36.41
ICO,resilience,37,36.43
ICO,resilience,38,25.23
ICO,resilience,39,34.19
ICO,resilience,40,37.98
ICO,resilience,41,29.56
ICO,resilience,42,36.54
ICO,resilience,43,32.26
ICO,resilience,44,45.11
ICO,resilience,45,29.72
ICO,resilience,46,46.06
ICO,resilience,47,36.98
ICO,resilience,48,15.65
ICO,resilience,49,38.65
ICO,resilience,50,48.62
ICO,resilience,51,36.87
ICO,resilience,52,37.85
ICO,resilience,53,34.6
ICO,resilience,54,44.82
ICO,resilience,55,36.55
ICO,resilience,56,37.74
ICO,resilience,57,33.51
ICO,resilience,58,25.17
ICO,resilience,59,15.94
ICO,resilience,60,37.21
ICO,resilience,61,44.18
ICO,resilience,62,29.08
ICO,resilience,63,37.03
ICO,resilience,64,48.66
ICO,resilience,65,38.54
ICO,resilience,66,36.93
ICO,resilience,67,15.55
ICO,resilience,68,15.72
ICO,resilience,69,29.7
ICO,resilience,70,37.29
ICO,resilience,71,37.91
ICO,resilience,72,15.56
ICO,resilience,73,37.4
ICO,resilience,74,35.33
ICO,resilience,75,34.38
ICO,resilience,76,34.78
ICO,resilience,77,34.19
ICO,resilience,78,35.19
ICO,resilience,79,29.72
ICO,resilience,80,36.57
ICO,resilience,81,15.7
ICO,resilience,82,35.08
ICO,resilience,83,28.32
ICO,resilience,84,15.57
ICO,resilience,85,21.62
ICO,resilience,86,37.82
ICO,resilience,87,29.04
ICO,resilience,88,38.56
ICO,resilience,89,25.42
ICO,resilience,90,34.62
ICO,resilience,91,15.57
ICO,resilience,92,37.91
ICO,resilience,93,27.32
ICO,resilience,94,34.77
ICO,resilience,95,37.86
ICO,resilience,96,15.59
ICO,resilience,97,25.98
ICO,resilience,98,25.73
ICO,resilience,99,36.38
ICO,resilience,100,29.08
ICO,resilience,101,48.69
ICO,resilience,102,29.75
ICO,resilience,103,27.72
ICO,score,0,70
ICO,score,1,73.1
ICO,score,2,72.03
ICO,score,3,65.17
ICO,score,4,73.64
ICO,score,5,64.21
ICO,score,6,67.91
ICO,score,7,69.64
ICO,score,8,69.58
ICO,score,9,74.06
ICO,score,10,73.19
ICO,score,11,79.73
ICO,score,12,82.14
ICO,score,13,72.96
ICO,score,14,78.73
ICO,score,15,67.92
ICO,score,16,71.77
ICO,score,17,72.77
ICO,score,18,73.93
ICO,score,19,74.98
ICO,score,20,70.5
ICO,score,21,68.96
ICO,score,22,70.28
ICO,score,23,79.53
ICO,score,24,73.62
ICO,score,25,70.52
ICO,score,26,74.65
ICO,score,27,73.72
ICO,score,28,65.88
ICO,score,29,69.52
ICO,score,30,69.12
ICO,score,31,67.59
ICO,score,32,77.29
ICO,score,33,68.48
ICO,score,34,71.39
ICO,score,35,74.62
ICO,score,36,69.73
ICO,score,37,58.39
ICO,score,38,69.22
ICO,score,39,72.7
ICO,score,40,76.55
ICO,score,41,72.41
ICO,score,42,71.36
ICO,score,43,67.88
ICO,score,44,70.03
ICO,score,45,72.48
ICO,score,46,68.33
ICO,score,47,77.55
ICO,score,48,77.62
ICO,score,49,78.73
ICO,score,50,76.51
ICO,score,51,76.56
ICO,score,52,45.13
ICO,score,53,75.33
ICO,score,54,74.49
ICO,score,55,71.5
ICO,score,56,73.16
ICO,score,57,69.93
ICO,score,58,66.08
ICO,score,59,68.48
ICO,score,60,77.71
ICO,score,61,72.54
ICO,score,62,73.92
ICO,score,63,76.52
ICO,score,64,73.19
ICO,score,65,73.53
ICO,score,66,72.24
ICO,score,67,67.66
ICO,score,68,73.35
ICO,score,69,66.63
ICO,score,70,70.66
ICO,score,71,84.54
ICO,score,72,69.54
ICO,score,73,75.99
ICO,score,74,71.09
ICO,score,75,71.33
ICO,score,76,70.02
ICO,score,77,73.94
ICO,score,78,70.13
ICO,score,79,71.57
ICO,score,80,70.86
ICO,score,81,70.68
ICO,score,82,74.13
ICO,score,83,73.47
ICO,score,84,71.15
ICO,score,85,70.88
ICO,score,86,73.13
ICO,score,87,71.15
ICO,score,88,71.6
ICO,score,89,65.78
ICO,score,90,71.67
ICO,score,91,69.34
ICO,score,92,72.03
ICO,score,93,72.99
ICO,score,94,73.6
ICO,score,95,71.12
ICO,score,96,71.07
ICO,score,97,70.56
ICO,score,98,71.78
ICO,score,99,68.54
ICO,score,100,65.54
ICO,score,101,77.9
ICO,score,102,63.29
ICO,score,103,72.18
ICO,status,0,79.02
ICO,status,1,79
ICO,status,2,78.37
ICO,status,3,73.17
ICO,status,4,80
ICO,status,5,73.62
ICO,status,6,76.89
ICO,status,7,79.17
ICO,status,8,77.95
ICO,status,9,82.14
ICO,status,10,83.16
ICO,status,11,87.69
ICO,status,12,92
ICO,status,13,81.74
ICO,status,14,86.21
ICO,status,15,75
ICO,status,16,82.58
ICO,status,17,81.18
ICO,status,18,79.26
ICO,status,19,81.67
ICO,status,20,78.86
ICO,status,21,79.02
ICO,status,22,81.9
ICO,status,23,87.69
ICO,status,24,87.69
ICO,status,25,78.97
ICO,status,26,80.57
ICO,status,27,87.69
ICO,status,28,73.67
ICO,status,29,78.18
ICO,status,30,76.84
ICO,status,31,77.33
ICO,status,32,83.08
ICO,status,33,78.67
ICO,status,34,77.65
ICO,status,35,81.14
ICO,status,36,75.48
ICO,status,37,60
ICO,status,38,79.33
ICO,status,39,81.82
ICO,status,40,83.08
ICO,status,41,81.25
ICO,status,42,80
ICO,status,43,76.96
ICO,status,44,76.36
ICO,status,45,80.65
ICO,status,46,76.86
ICO,status,47,86.67
ICO,status,48,91.11
ICO,status,49,83.33
ICO,status,50,82
ICO,status,51,86.67
ICO,status,52,50
ICO,status,53,85.33
ICO,status,54,81.4
ICO,status,55,77.58
ICO,status,56,81.74
ICO,status,57,78.18
ICO,status,58,75
ICO,status,59,79
ICO,status,60,86.67
ICO,status,61,79.33
ICO,status,62,81.33
ICO,status,63,88
ICO,status,64,81.05
ICO,status,65,80
ICO,status,66,80
ICO,status,67,78.12
ICO,status,68,82.96
ICO,status,69,74
ICO,status,70,80
ICO,status,71,90
ICO,status,72,77.92
ICO,status,73,85.33
ICO,status,74,78
ICO,status,75,80.95
ICO,status,76,77.07
ICO,status,77,83.33
ICO,status,78,78.33
ICO,status,79,78.46
ICO,status,80,78.46
ICO,status,81,82.07
ICO,status,82,83.12
ICO,status,83,81.11
ICO,status,84,81.43
ICO,status,85,80
ICO,status,86,82.5
ICO,status,87,78.42
ICO,status,88,80
ICO,status,89,72.59
ICO,status,90,81.82
ICO,status,91,80.8
ICO,status,92,79.23
ICO,status,93,80.8
ICO,status,94,84
ICO,status,95,76.22
ICO,status,96,85.45
ICO,status,97,80.69
ICO,status,98,84
ICO,status,99,76.76
ICO,status,100,73
ICO,status,101,83.85
ICO,status,102,70.8
ICO,status,103,78.89
ICO,trend,1,-0.16
ICO,trend,2,-0.21
ICO,trend,3,-0.13
ICO,trend,4,-0.16
ICO,trend,5,-0.17
ICO,trend,6,-0.17
ICO,trend,7,-0.15
ICO,trend,8,-0.21
ICO,trend,9,-0.16
ICO,trend,10,-0.16
ICO,trend,11,-0.23
ICO,trend,12,-0.3
ICO,trend,13,-0.24
ICO,trend,14,-0.17
ICO,trend,15,-0.19
ICO,trend,16,-0.26
ICO,trend,17,-0.21
ICO,trend,18,-0.07
ICO,trend,19,-0.21
ICO,trend,20,-0.21
ICO,trend,21,-0.2
ICO,trend,22,-0.24
ICO,trend,23,-0.15
ICO,trend,24,-0.27
ICO,trend,25,-0.19
ICO,trend,26,-0.14
ICO,trend,27,-0.27
ICO,trend,28,-0.17
ICO,trend,29,-0.18
ICO,trend,30,-0.18
ICO,trend,31,-0.3
ICO,trend,32,-0.19
ICO,trend,33,-0.27
ICO,trend,34,-0.13
ICO,trend,35,-0.14
ICO,trend,36,-0.1
ICO,trend,37,0
ICO,trend,38,-0.22
ICO,trend,39,-0.21
ICO,trend,40,-0.17
ICO,trend,41,-0.16
ICO,trend,42,-0.2
ICO,trend,43,-0.13
ICO,trend,44,-0.16
ICO,trend,45,-0.19
ICO,trend,46,-0.18
ICO,trend,47,-0.23
ICO,trend,48,-0.22
ICO,trend,49,-0.12
ICO,trend,50,-0.2
ICO,trend,51,-0.23
ICO,trend,52,-0.25
ICO,trend,53,-0.27
ICO,trend,54,-0.19
ICO,trend,55,-0.15
ICO,trend,56,-0.24
ICO,trend,57,-0.23
ICO,trend,58,-0.19
ICO,trend,59,-0.15
ICO,trend,60,-0.21
ICO,trend,61,-0.17
ICO,trend,62,-0.18
ICO,trend,63,-0.28
ICO,trend,64,-0.29
ICO,trend,65,-0.18
ICO,trend,66,-0.17
ICO,trend,67,-0.2
ICO,trend,68,-0.13
ICO,trend,69,-0.2
ICO,trend,70,-0.22
ICO,trend,71,0
ICO,trend,72,-0.1
ICO,trend,73,-0.23
ICO,trend,74,-0.2
ICO,trend,75,-0.26
ICO,trend,76,-0.18
ICO,trend,77,-0.25
ICO,trend,78,-0.21
ICO,trend,79,-0.17
ICO,trend,80,-0.23
ICO,trend,81,-0.17
ICO,trend,82,-0.2
ICO,trend,83,-0.17
ICO,trend,84,-0.16
ICO,trend,85,-0.2
ICO,trend,86,-0.28
ICO,trend,87,-0.17
ICO,trend,88,-0.17
ICO,trend,89,-0.13
ICO,trend,90,-0.27
ICO,trend,91,-0.22
ICO,trend,92,-0.25
ICO,trend,93,-0.16
ICO,trend,94,-0.3
ICO,trend,95,-0.16
ICO,trend,96,-0.27
ICO,trend,97,-0.22
ICO,trend,98,-0.28
ICO,trend,99,-0.23
ICO,trend,100,-0.17
ICO,trend,101,-0.21
ICO,trend,102,-0.15
ICO,trend,103,-0.17
Index,future,0,56.27
Index,future,1,65.71
Index,future,2,62.37
Index,future,3,46.77
Index,future,4,49.37
Index,future,5,63.72
Index,future,6,59.68
Index,future,7,64.12
Index,future,8,55.59
Index,future,9,49.51
Index,future,10,47.3
Index,future,11,61.28
Index,future,12,57.1
Index,future,13,52.27
Index,future,14,47.22
Index,future,15,63.08
Index,future,16,67.28
Index,future,17,50.84
Index,future,18,47.24
Index,future,19,49.68
Index,future,20,59.86
Index,future,21,72.23
Index,future,22,58.42
Index,future,23,63.4
Index,future,24,50.07
Index,future,25,52.84
Index,future,26,51.37
Index,future,27,51.62
Index,future,28,46.82
Index,future,29,64.73
Index,future,30,70.4
Index,future,31,53.44
Index,future,32,56.64
Index,future,33,49.3
Index,future,34,56.28
Index,future,35,42.41
Index,future,36,54.66
Index,future,37,48.26
Index,future,38,58.71
Index,future,39,55.8
Index,future,40,58.94
Index,future,41,60.65
Index,future,42,49.54
Index,future,43,64.88
Index,future,44,61.5
Index,future,45,62.98
Index,future,46,41.83
Index,future,47,58.43
Index,future,48,55.63
Index,future,49,59.02
Index,future,50,67.11
Index,future,51,44.82
Index,future,52,46.07
Index,future,53,66.89
Index,future,54,64
Index,future,55,64.88
Index,future,56,68.09
Index,future,57,49.05
Index,future,58,53.71
Index,future,59,57.65
Index,future,60,64.24
Index,future,61,51.2
Index,future,62,68.71
Index,future,63,47.58
Index,future,64,53.31
Index,future,65,58.79
Index,future,66,48.04
Index,future,67,48.48
Index,future,68,54.82
Index,future,69,62.44
Index,future,70,46.89
Index,future,71,47.52
Index,future,72,42.23
Index,future,73,68.03
Index,future,74,46.83
Index,future,75,69.75
Index,future,76,47.83
Index,future,77,51.88
Index,future,78,60.63
Index,future,79,64.13
Index,future,80,61
Index,future,81,35.24
Index,future,82,60.6
Index,future,83,60.94
Index,future,84,51.49
Index,future,85,46.75
Index,future,86,52.74
Index,future,87,61.02
Index,future,88,61.45
Index,future,89,46.16
Index,future,90,67.54
Index,future,91,58.3
Index,future,92,58.66
Index,future,93,48.95
Index,future,94,74.04
Index,future,95,59.08
Index,future,96,44.18
Index,future,97,60.22
Index,future,98,51.06
Index,future,99,67.55
Index,future,100,59.48
Index,future,101,60.14
Index,future,102,50.38
Index,future,103,53.26
Index,score,0,61.48
Index,score,1,69.64
Index,score,2,64.92
Index,score,3,53.36
Index,score,4,52.97
Index,score,5,66.59
Index,score,6,63.79
Index,score,7,69.23
Index,score,8,58.04
Index,score,9,58.44
Index,score,10,50.12
Index,score,11,63.26
Index,score,12,60.78
Index,score,13,55.89
Index,score,14,51.58
Index,score,15,63.33
Index,score,16,71.16
Index,score,17,55.44
Index,score,18,54.59
Index,score,19,53.51
Index,score,20,64.1
Index,score,21,75.69
Index,score,22,62.99
Index,score,23,67.07
Index,score,24,55.03
Index,score,25,56.69
Index,score,26,55.55
Index,score,27,58.67
Index,score,28,52.04
Index,score,29,64.81
Index,score,30,69.25
Index,score,31,56.29
Index,score,32,61.62
Index,score,33,53.95
Index,score,34,60.08
Index,score,35,46.77
Index,score,36,59.83
Index,score,37,53.23
Index,score,38,61.28
Index,score,39,60.89
Index,score,40,61.96
Index,score,41,64.13
Index,score,42,55.26
Index,score,43,68.59
Index,score,44,65.12
Index,score,45,65.94
Index,score,46,46.78
Index,score,47,62.64
Index,score,48,60.5
Index,score,49,60.04
Index,score,50,69.23
Index,score,51,50.73
Index,score,52,49.34
Index,score,53,68.25
Index,score,54,69.03
Index,score,55,65.92
Index,score,56,69.15
Index,score,57,52.98
Index,score,58,59.12
Index,score,59,66.96
Index,score,60,68.17
Index,score,61,56.22
Index,score,62,70.43
Index,score,63,50.88
Index,score,64,56.5
Index,score,65,62.02
Index,score,66,56.44
Index,score,67,54.62
Index,score,68,61.4
Index,score,69,66.41
Index,score,70,52.58
Index,score,71,53.81
Index,score,72,49.22
Index,score,73,68.13
Index,score,74,50.54
Index,score,75,70.23
Index,score,76,54.01
Index,score,77,55.48
Index,score,78,64.62
Index,score,79,67.08
Index,score,80,61.76
Index,score,81,39.7
Index,score,82,61.9
Index,score,83,63.68
Index,score,84,58.3
Index,score,85,51.22
Index,score,86,55.5
Index,score,87,64.8
Index,score,88,64.93
Index,score,89,53.25
Index,score,90,70.08
Index,score,91,63.14
Index,score,92,60.72
Index,score,93,53.37
Index,score,94,75.39
Index,score,95,61.27
Index,score,96,49.37
Index,score,97,62.44
Index,score,98,55.37
Index,score,99,70.49
Index,score,100,63.71
Index,score,101,61.42
Index,score,102,52.96
Index,score,103,59.48
LE,future,0,75.71
LE,future,1,61.51
LE,future,2,56.19
LE,future,3,93.49
LE,future,4,100
LE,future,5,51.44
LE,future,6,95.42
LE,future,7,100
LE,future,8,100
LE,future,9,32.6
LE,future,10,
LE,future,11,
LE,future,12,85.8
LE,future,13,
LE,future,14,62.22
LE,future,15,30.1
LE,future,16,100
LE,future,17,29.65
LE,future,18,10.92
LE,future,19,
LE,future,20,100
LE,future,21,100
LE,future,22,
LE,future,23,100
LE,future,24,61.06
LE,future,25,
LE,future,26,34.33
LE,future,27,49.74
LE,future,28,32.68
LE,future,29,96
LE,future,30,44.87
LE,future,31,100
LE,future,32,
LE,future,33,33.03
LE,future,34,47.7
LE,future,35,43.02
LE,future,36,
LE,future,37,
LE,future,38,
LE,future,39,100
LE,future,40,
LE,future,41,
LE,future,42,34.21
LE,future,43,88.8
LE,future,44,7.44
LE,future,45,
LE,future,46,28.39
LE,future,47,40.17
LE,future,48,
LE,future,49,61.48
LE,future,50,100
LE,future,51,
LE,future,52,
LE,future,53,
LE,future,54,100
LE,future,55,96.16
LE,future,56,100
LE,future,57,32.07
LE,future,58,17.31
LE,future,59,100
LE,future,60,36.35
LE,future,61,46.83
LE,future,62,
LE,future,63,
LE,future,64,20.49
LE,future,65,
LE,future,66,62.68
LE,future,67,61.01
LE,future,68,
LE,future,69,60.08
LE,future,70,100
LE,future,71,63.61
LE,future,72,50.02
LE,future,73,100
LE,future,74,
LE,future,75,66.5
LE,future,76,66.36
LE,future,77,
LE,future,78,100
LE,future,79,98.16
LE,future,80,
LE,future,81,
LE,future,82,
LE,future,83,35.47
LE,future,84,
LE,future,85,
LE,future,86,56.41
LE,future,87,
LE,future,88,100
LE,future,89,33.44
LE,future,90,
LE,future,91,
LE,future,92,94.47
LE,future,93,11.34
LE,future,94,87.33
LE,future,95,40.73
LE,future,96,
LE,future,97,
LE,future,98,
LE,future,99,100
LE,future,100,65.25
LE,future,101,
LE,future,102,34.29
LE,future,103,
LE,pressures,1,
LE,pressures,2,
LE,pressures,3,
LE,pressures,4,
LE,pressures,5,
LE,pressures,6,
LE,pressures,7,
LE,pressures,8,
LE,pressures,9,
LE,pressures,10,
LE,pressures,11,
LE,pressures,12,
LE,pressures,13,
LE,pressures,14,
LE,pressures,15,
LE,pressures,16,
LE,pressures,17,
LE,pressures,18,
LE,pressures,19,
LE,pressures,20,
LE,pressures,21,
LE,pressures,22,
LE,pressures,23,
LE,pressures,24,
LE,pressures,25,
LE,pressures,26,
LE,pressures,27,
LE,pressures,28,
LE,pressures,29,
LE,pressures,30,
LE,pressures,31,
LE,pressures,32,
LE,pressures,33,
LE,pressures,34,
LE,pressures,35,
LE,pressures,36,
LE,pressures,37,
LE,pressures,38,
LE,pressures,39,
LE,pressures,40,
LE,pressures,41,
LE,pressures,42,
LE,pressures,43,
LE,pressures,44,
LE,pressures,45,
LE,pressures,46,
LE,pressures,47,
LE,pressures,48,
LE,pressures,49,
LE,pressures,50,
LE,pressures,51,
LE,pressures,52,
LE,pressures,53,
LE,pressures,54,
LE,pressures,55,
LE,pressures,56,
LE,pressures,57,
LE,pressures,58,
LE,pressures,59,
LE,pressures,60,
LE,pressures,61,
LE,pressures,62,
LE,pressures,63,
LE,pressures,64,
LE,pressures,65,
LE,pressures,66,
LE,pressures,67,
LE,pressures,68,
LE,pressures,69,
LE,pressures,70,
LE,pressures,71,
LE,pressures,72,
LE,pressures,73,
LE,pressures,74,
LE,pressures,75,
LE,pressures,76,
LE,pressures,77,
LE,pressures,78,
LE,pressures,79,
LE,pressures,80,
LE,pressures,81,
LE,pressures,82,
LE,pressures,83,
LE,pressures,84,
LE,pressures,85,
LE,pressures,86,
LE,pressures,87,
LE,pressures,88,
LE,pressures,89,
LE,pressures,90,
LE,pressures,91,
LE,pressures,92,
LE,pressures,93,
LE,pressures,94,
LE,pressures,95,
LE,pressures,96,
LE,pressures,97,
LE,pressures,98,
LE,pressures,99,
LE,pressures,100,
LE,pressures,101,
LE,pressures,102,
LE,pressures,103,
LE,resilience,1,
LE,resilience,2,
LE,resilience,3,
LE,resilience,4,
LE,resilience,5,
LE,resilience,6,
LE,resilience,7,
LE,resilience,8,
LE,resilience,9,
LE,resilience,10,
LE,resilience,11,
LE,resilience,12,
LE,resilience,13,
LE,resilience,14,
LE,resilience,15,
LE,resilience,16,
LE,resilience,17,
LE,resilience,18,
LE,resilience,19,
LE,resilience,20,
LE,resilience,21,
LE,resilience,22,
LE,resilience,23,
LE,resilience,24,
LE,resilience,25,
LE,resilience,26,
LE,resilience,27,
LE,resilience,28,
LE,resilience,29,
LE,resilience,30,
LE,resilience,31,
LE,resilience,32,
LE,resilience,33,
LE,resilience,34,
LE,resilience,35,
LE,resilience,36,
LE,resilience,37,
LE,resilience,38,
LE,resilience,39,
LE,resilience,40,
LE,resilience,41,
LE,resilience,42,
LE,resilience,43,
LE,resilience,44,
LE,resilience,45,
LE,resilience,46,
LE,resilience,47,
LE,resilience,48,
LE,resilience,49,
LE,resilience,50,
LE,resilience,51,
LE,resilience,52,
LE,resilience,53,
LE,resilience,54,
LE,resilience,55,
LE,resilience,56,
LE,resilience,57,
LE,resilience,58,
LE,resilience,59,
LE,resilience,60,
LE,resilience,61,
LE,resilience,62,
LE,resilience,63,
LE,resilience,64,
LE,resilience,65,
LE,resilience,66,
LE,resilience,67,
LE,resilience,68,
LE,resilience,69,
LE,resilience,70,
LE,resilience,71,
LE,resilience,72,
LE,resilience,73,
LE,resilience,74,
LE,resilience,75,
LE,resilience,76,
LE,resilience,77,
LE,resilience,78,
LE,resilience,79,
LE,resilience,80,
LE,resilience,81,
LE,resilience,82,
LE,resilience,83,
LE,resilience,84,
LE,resilience,85,
LE,resilience,86,
LE,resilience,87,
LE,resilience,88,
LE,resilience,89,
LE,resilience,90,
LE,resilience,91,
LE,resilience,92,
LE,resilience,93,
LE,resilience,94,
LE,resilience,95,
LE,resilience,96,
LE,resilience,97,
LE,resilience,98,
LE,resilience,99,
LE,resilience,100,
LE,resilience,101,
LE,resilience,102,
LE,resilience,103,
LE,score,0,78.58
LE,score,1,70.36
LE,score,2,71.68
LE,score,3,94.05
LE,score,4,96.5
LE,score,5,62.49
LE,score,6,92.83
LE,score,7,100
LE,score,8,99.78
LE,score,9,42.38
LE,score,10,
LE,score,11,
LE,score,12,87.76
LE,score,13,
LE,score,14,71.38
LE,score,15,27.55
LE,score,16,100
LE,score,17,37.35
LE,score,18,12.75
LE,score,19,
LE,score,20,100
LE,score,21,100
LE,score,22,
LE,score,23,100
LE,score,24,79.72
LE,score,25,
LE,score,26,45.03
LE,score,27,62.68
LE,score,28,39.21
LE,score,29,94.5
LE,score,30,47.24
LE,score,31,100
LE,score,32,
LE,score,33,41.96
LE,score,34,63.1
LE,score,35,55.3
LE,score,36,
LE,score,37,
LE,score,38,
LE,score,39,100
LE,score,40,
LE,score,41,
LE,score,42,29.61
LE,score,43,90.72
LE,score,44,9.22
LE,score,45,
LE,score,46,35.31
LE,score,47,57.45
LE,score,48,
LE,score,49,70.03
LE,score,50,100
LE,score,51,
LE,score,52,
LE,score,53,
LE,score,54,99.31
LE,score,55,95.16
LE,score,56,100
LE,score,57,28.3
LE,score,58,22.78
LE,score,59,100
LE,score,60,48.34
LE,score,61,59.93
LE,score,62,
LE,score,63,
LE,score,64,23.97
LE,score,65,
LE,score,66,72.65
LE,score,67,72.34
LE,score,68,
LE,score,69,65.44
LE,score,70,100
LE,score,71,81.81
LE,score,72,55.2
LE,score,73,100
LE,score,74,
LE,score,75,83.25
LE,score,76,82.86
LE,score,77,
LE,score,78,100
LE,score,79,95.93
LE,score,80,
LE,score,81,
LE,score,82,
LE,score,83,49.86
LE,score,84,
LE,score,85,
LE,score,86,58.11
LE,score,87,
LE,score,88,100
LE,score,89,38.11
LE,score,90,
LE,score,91,
LE,score,92,93.01
LE,score,93,12.68
LE,score,94,86.18
LE,score,95,49.11
LE,score,96,
LE,score,97,
LE,score,98,
LE,score,99,100
LE,score,100,79.32
LE,score,101,
LE,score,102,47.91
LE,score,103,
LE,status,0,81.44
LE,status,1,79.22
LE,status,2,87.17
LE,status,3,94.61
LE,status,4,93
LE,status,5,73.54
LE,status,6,90.24
LE,status,7,100
LE,status,8,99.56
LE,status,9,52.15
LE,status,10,
LE,status,11,
LE,status,12,89.72
LE,status,13,
LE,status,14,80.53
LE,status,15,25
LE,status,16,100
LE,status,17,45.06
LE,status,18,14.58
LE,status,19,
LE,status,20,100
LE,status,21,100
LE,status,22,
LE,status,23,100
LE,status,24,98.38
LE,status,25,
LE,status,26,55.72
LE,status,27,75.63
LE,status,28,45.74
LE,status,29,93
LE,status,30,49.62
LE,status,31,100
LE,status,32,
LE,status,33,50.89
LE,status,34,78.51
LE,status,35,67.59
LE,status,36,
LE,status,37,
LE,status,38,
LE,status,39,100
LE,status,40,
LE,status,41,
LE,status,42,25
LE,status,43,92.64
LE,status,44,11.01
LE,status,45,
LE,status,46,42.24
LE,status,47,74.72
LE,status,48,
LE,status,49,78.58
LE,status,50,100
LE,status,51,
LE,status,52,
LE,status,53,
LE,status,54,98.61
LE,status,55,94.16
LE,status,56,100
LE,status,57,24.53
LE,status,58,28.26
LE,status,59,100
LE,status,60,60.32
LE,status,61,73.03
LE,status,62,
LE,status,63,
LE,status,64,27.45
LE,status,65,
LE,status,66,82.62
LE,status,67,83.66
LE,status,68,
LE,status,69,70.81
LE,status,70,100
LE,status,71,100
LE,status,72,60.37
LE,status,73,100
LE,status,74,
LE,status,75,100
LE,status,76,99.36
LE,status,77,
LE,status,78,100
LE,status,79,93.7
LE,status,80,
LE,status,81,
LE,status,82,
LE,status,83,64.25
LE,status,84,
LE,status,85,
LE,status,86,59.81
LE,status,87,
LE,status,88,100
LE,status,89,42.79
LE,status,90,
LE,status,91,
LE,status,92,91.56
LE,status,93,14.03
LE,status,94,85.03
LE,status,95,57.49
LE,status,96,
LE,status,97,
LE,status,98,
LE,status,99,100
LE,status,100,93.4
LE,status,101,
LE,status,102,61.52
LE,status,103,
LE,trend,1,-0.23
LE,trend,2,-0.45
LE,trend,3,0.54
LE,trend,4,0.69
LE,trend,5,-0.41
LE,trend,6,0.6
LE,trend,7,0.77
LE,trend,8,0.72
LE,trend,9,-0.64
LE,trend,10,
LE,trend,11,
LE,trend,12,0.55
LE,trend,13,
LE,trend,14,-0.23
LE,trend,15,-0.35
LE,trend,16,0.88
LE,trend,17,-0.56
LE,trend,18,-0.56
LE,trend,19,
LE,trend,20,0.89
LE,trend,21,0.87
LE,trend,22,
LE,trend,23,0.89
LE,trend,24,-0.56
LE,trend,25,-0.34
LE,trend,26,-0.54
LE,trend,27,-0.56
LE,trend,28,-0.56
LE,trend,29,0.55
LE,trend,30,-0.36
LE,trend,31,0.89
LE,trend,32,
LE,trend,33,-0.51
LE,trend,34,-0.56
LE,trend,35,-0.56
LE,trend,36,-0.56
LE,trend,37,
LE,trend,38,-0.56
LE,trend,39,0.61
LE,trend,40,
LE,trend,41,
LE,trend,42,-0.22
LE,trend,43,0.5
LE,trend,44,-0.56
LE,trend,45,
LE,trend,46,-0.56
LE,trend,47,-0.67
LE,trend,48,
LE,trend,49,-0.23
LE,trend,50,0.78
LE,trend,51,
LE,trend,52,
LE,trend,53,
LE,trend,54,0.74
LE,trend,55,0.55
LE,trend,56,0.77
LE,trend,57,-0.27
LE,trend,58,-0.56
LE,trend,59,0.74
LE,trend,60,-0.56
LE,trend,61,-0.52
LE,trend,62,
LE,trend,63,
LE,trend,64,-0.56
LE,trend,65,
LE,trend,66,-0.23
LE,trend,67,-0.22
LE,trend,68,
LE,trend,69,-0.23
LE,trend,70,0.86
LE,trend,71,-0.21
LE,trend,72,-0.32
LE,trend,73,0.83
LE,trend,74,
LE,trend,75,-0.32
LE,trend,76,-0.17
LE,trend,77,
LE,trend,78,0.89
LE,trend,79,0.58
LE,trend,80,
LE,trend,81,
LE,trend,82,
LE,trend,83,-0.67
LE,trend,84,
LE,trend,85,-0.67
LE,trend,86,-0.23
LE,trend,87,
LE,trend,88,0.88
LE,trend,89,-0.45
LE,trend,90,
LE,trend,91,
LE,trend,92,0.55
