"","rgn_id","rgn_name","Year","newXao"
"425",93,"Tocopilla",2020,0.374694883370111
"426",93,"Tocopilla",2021,0.398943010011803
"427",94,"Tolten",2017,0.395491203880699
"428",94,"Tolten",2018,0.412662832232519
"429",94,"Tolten",2019,0.212802751580035
"430",94,"Tolten",2020,0.356406943804998
"431",94,"Tolten",2021,0.623142414237279
"432",95,"Tome",2017,0.325647567668723
"433",95,"Tome",2018,0.44963377025942
"434",95,"Tome",2019,0.157998861596375
"435",95,"Tome",2020,0.182671388319599
"436",95,"Tome",2021,0.146881829030462
"437",97,"Tortel",2017,0.187567944392848
"438",97,"Tortel",2018,0.399996667281532
"439",97,"Tortel",2019,0.517013487426638
"440",97,"Tortel",2020,0.333333333333333
"441",97,"Tortel",2021,0.426070069252986
"442",98,"Treguaco",2017,0.079520316684131
"443",98,"Treguaco",2018,0.333333333333333
"444",98,"Treguaco",2019,0.00367912446152057
"445",98,"Treguaco",2020,0.00374898125509373
"446",98,"Treguaco",2021,0
"447",99,"Valdivia",2017,0.460302333957448
"448",99,"Valdivia",2018,0.342915761272104
"449",99,"Valdivia",2019,0.195078120928343
"450",99,"Valdivia",2020,0.12801495100206
"451",99,"Valdivia",2021,0.154080739614365
"452",100,"Valparaiso",2017,0.481008698981574
"453",100,"Valparaiso",2018,0.213166204513046
"454",100,"Valparaiso",2019,0.150130781891502
"455",100,"Valparaiso",2020,0.205493373246856
"456",100,"Valparaiso",2021,0.233590573321825
"457",101,"Vichuquen",2017,0.495510580440816
"458",101,"Vichuquen",2018,0.263073506248302
"459",101,"Vichuquen",2019,0.247840113859489
"460",101,"Vichuquen",2020,0.751174088230115
"461",101,"Vichuquen",2021,0.585626318909647
"462",102,"Vina del mar",2017,0.258742993952833
"463",102,"Vina del mar",2018,0.225773213455799
"464",102,"Vina del mar",2019,0.27906341418142
"465",102,"Vina del mar",2020,0.624353650116857
"466",102,"Vina del mar",2021,0.665711395891376
"467",103,"Zapallar",2017,0.217749573146648
"468",103,"Zapallar",2018,0.420485091315651
"469",103,"Zapallar",2019,0.205095092972587
"470",103,"Zapallar",2020,0.165705539634141
"471",103,"Zapallar",2021,0.203019551334846
