"COMUNA","MACROZONA","id","stock_id","res","ct","yr"
"IQUIQUE","NORTE",20,"Trachurus murphyi","Low",10650,2012
"CHANARAL","NORTE",20,"Trachurus murphyi","Low",1,2018
"HUASCO","NORTE",20,"Trachurus murphyi","Low",12,2020
"ARICA","NORTE",20,"Trachurus murphyi","Low",502,2012
"HUASCO","NORTE",20,"Trachurus murphyi","Low",23,2015
"MEJILLONES","NORTE",20,"Trachurus murphyi","Low",14666,2017
"MEJILLONES","NORTE",20,"Trachurus murphyi","Low",7148,2018
"FREIRINA","NORTE",20,"Trachurus murphyi","Low",1,2015
"TALTAL","NORTE",20,"Trachurus murphyi","Low",29,2012
"CALDERA","NORTE",20,"Trachurus murphyi","Low",28304,2021
"CALDERA","NORTE",20,"Trachurus murphyi","Low",28303,2021
"TALTAL","NORTE",20,"Trachurus murphyi","Low",38,2013
"CALDERA","NORTE",20,"Trachurus murphyi","Low",5318,2019
"MEJILLONES","NORTE",20,"Trachurus murphyi","Low",6988,2020
"CALDERA","NORTE",20,"Trachurus murphyi","Low",4115,2014
"HUASCO","NORTE",20,"Trachurus murphyi","Low",22,2015
"MEJILLONES","NORTE",20,"Trachurus murphyi","Low",7933,2016
"CALDERA","NORTE",20,"Trachurus murphyi","Low",6260,2018
"CHANARAL","NORTE",20,"Trachurus murphyi","Low",1,2017
"ARICA","NORTE",20,"Trachurus murphyi","Low",1203,2014
"CHANARAL","NORTE",20,"Trachurus murphyi","Low",1,2016
"MEJILLONES","NORTE",20,"Trachurus murphyi","Low",10358,2021
"MEJILLONES","NORTE",20,"Trachurus murphyi","Low",715,2019
"VALPARAISO","CENTRO",25,"Ethmidium maculatum","Medium",2,2018
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",1086,2016
"QUINTERO","CENTRO",25,"Ethmidium maculatum","Medium",1,2019
"VALPARAISO","CENTRO",25,"Ethmidium maculatum","Medium",1,2018
"QUINTERO","CENTRO",25,"Ethmidium maculatum","Medium",1,2016
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",1047,2015
"VALPARAISO","CENTRO",25,"Ethmidium maculatum","Medium",1,2021
"QUINTERO","CENTRO",25,"Ethmidium maculatum","Medium",4,2018
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",140,2020
"QUINTERO","CENTRO",25,"Ethmidium maculatum","Medium",4,2020
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",2296,2020
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",2164,2017
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",1215,2012
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",72,2014
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",727,2021
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",403,2019
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",3100,2019
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",339,2015
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",2190,2014
"LOS VILOS","CENTRO",25,"Ethmidium maculatum","Medium",1,2014
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",374,2013
"CONCON","CENTRO",25,"Ethmidium maculatum","Medium",1,2018
"QUINTERO","CENTRO",25,"Ethmidium maculatum","Medium",26,2012
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",3718,2013
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",3771,2012
"COQUIMBO","CENTRO",25,"Ethmidium maculatum","Medium",1196,2018
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",215,2017
"SAN ANTONIO","CENTRO",25,"Ethmidium maculatum","Medium",1637,2018
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2112,2018
"ARAUCO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2018
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2404,2021
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",3525,2012
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",6819,2016
"SAN PEDRO DE LA PAZ","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2020
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1031,2016
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2115,2013
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",4740,2015
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1198,2013
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1396,2018
"SAN PEDRO DE LA PAZ","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2021
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",4266,2014
"PENCO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2018
"CONSTITUCION","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2,2014
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2086,2021
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1616,2020
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",25438,2017
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",140,2019
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",12130,2020
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",333,2020
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",215,2015
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",382,2014
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",4545,2016
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",20128,2017
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",3608,2019
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",10514,2020
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",908,2013
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",318,2021
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",17,2018
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",332,2020
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",170,2021
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2956,2019
"TOME","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",9,2016
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",8082,2015
"CORONEL","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",3342,2015
"ARAUCO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",9,2013
"CONSTITUCION","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",4,2012
"PELLUHUE","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2018
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",169,2021
"CONSTITUCION","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",3,2013
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",471,2012
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",351,2013
"TALCAHUANO","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2129,2017
"CONSTITUCION","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2021
"TOME","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",1,2018
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",652,2019
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",5310,2017
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",715,2018
"LOTA","CENTRO Y SUR",25,"Ethmidium maculatum","Medium",2274,2016
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",227,2015
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",142,2018
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",99,2020
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",25,2013
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",2726,2016
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",143,2020
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",3092,2017
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",438,2021
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",3816,2018
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",123,2016
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",2,2019
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",111,2013
"VINA DEL MAR","CENTRO",26,"Merluccius gayi","Low",2,2015
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",104,2012
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",109,2019
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",967,2018
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4405,2019
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",5,2021
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1144,2018
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",7,2016
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",3,2018
"CONCON","CENTRO",26,"Merluccius gayi","Low",162,2018
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",4,2017
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",99,2017
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",96,2016
"VINA DEL MAR","CENTRO",26,"Merluccius gayi","Low",3,2016
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",39,2012
"CONCON","CENTRO",26,"Merluccius gayi","Low",160,2016
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",984,2013
"CONCON","CENTRO",26,"Merluccius gayi","Low",173,2015
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",944,2014
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4762,2021
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",3,2016
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",2,2013
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",196,2021
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",1,2015
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4054,2012
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",3200,2017
"CANELA","CENTRO",26,"Merluccius gayi","Low",2,2021
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",15,2018
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1137,2017
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1325,2012
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",2646,2015
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",505,2020
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",313,2018
"VINA DEL MAR","CENTRO",26,"Merluccius gayi","Low",1,2020
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4282,2013
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",57,2021
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",554,2020
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",2,2013
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",59,2015
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",133,2015
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",2821,2016
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",163,2018
"CONCON","CENTRO",26,"Merluccius gayi","Low",120,2017
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1226,2015
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",221,2017
"CONCON","CENTRO",26,"Merluccius gayi","Low",81,2021
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",15,2018
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",1,2016
"CANELA","CENTRO",26,"Merluccius gayi","Low",1,2020
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",280,2014
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4540,2021
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",669,2020
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4144,2018
"VINA DEL MAR","CENTRO",26,"Merluccius gayi","Low",2,2013
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4350,2013
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1000,2015
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1160,2013
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",284,2021
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",76,2015
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",31,2015
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",265,2021
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",10,2019
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",122,2019
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4409,2020
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",14,2018
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",6,2019
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",2409,2014
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",340,2017
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",16,2021
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",393,2020
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",38,2017
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",214,2014
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",186,2019
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",143,2020
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4608,2019
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",521,2021
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",9,2017
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",4,2019
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",13,2020
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",6,2013
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1015,2017
"OVALLE","CENTRO",26,"Merluccius gayi","Low",5,2018
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",331,2016
"CANELA","CENTRO",26,"Merluccius gayi","Low",1,2017
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",14,2020
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",91,2016
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",100,2017
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",6,2017
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",36,2016
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",259,2016
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",26,2021
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",3,2015
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",2,2021
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",34,2013
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",2733,2015
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",765,2016
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",332,2016
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",228,2015
"LA HIGUERA","CENTRO",26,"Merluccius gayi","Low",1,2017
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",213,2021
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",205,2020
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",152,2019
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1111,2019
"CONCON","CENTRO",26,"Merluccius gayi","Low",155,2013
"CONCON","CENTRO",26,"Merluccius gayi","Low",141,2019
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",48,2013
"CANELA","CENTRO",26,"Merluccius gayi","Low",2,2019
"PUCHUNCAVI","CENTRO",26,"Merluccius gayi","Low",23,2012
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",226,2015
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",935,2016
"LA HIGUERA","CENTRO",26,"Merluccius gayi","Low",1,2013
"CONCON","CENTRO",26,"Merluccius gayi","Low",134,2020
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",9,2021
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",269,2020
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",256,2019
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",1,2020
"VALPARAISO","CENTRO",26,"Merluccius gayi","Low",1252,2019
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",10,2020
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",33,2018
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",158,2013
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",19,2013
"CASABLANCA","CENTRO",26,"Merluccius gayi","Low",51,2015
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",157,2013
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",397,2019
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",285,2018
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",265,2021
"LA HIGUERA","CENTRO",26,"Merluccius gayi","Low",2,2015
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",204,2020
"CANELA","CENTRO",26,"Merluccius gayi","Low",5,2018
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",75,2017
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",15,2019
"ZAPALLAR","CENTRO",26,"Merluccius gayi","Low",1,2020
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",11,2015
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",2,2016
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",4,2019
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",58,2012
"EL QUISCO","CENTRO",26,"Merluccius gayi","Low",60,2013
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",4,2014
"LA LIGUA","CENTRO",26,"Merluccius gayi","Low",33,2020
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",4,2016
"QUINTERO","CENTRO",26,"Merluccius gayi","Low",525,2018
"SAN ANTONIO","CENTRO",26,"Merluccius gayi","Low",4692,2020
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",1,2017
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",528,2012
"LA HIGUERA","CENTRO",26,"Merluccius gayi","Low",1,2016
"ALGARROBO","CENTRO",26,"Merluccius gayi","Low",8,2013
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",290,2021
"COQUIMBO","CENTRO",26,"Merluccius gayi","Low",341,2017
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",23,2018
"LOS VILOS","CENTRO",26,"Merluccius gayi","Low",18,2021
"PAPUDO","CENTRO",26,"Merluccius gayi","Low",203,2018
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",261,2020
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",394,2020
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",284,2020
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",224,2018
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",281,2020
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",601,2021
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",11602,2018
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",4,2017
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",927,2021
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",768,2018
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",305,2019
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",1824,2015
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",1818,2014
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",687,2017
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",344,2021
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",228,2019
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",84,2019
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",283,2019
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1223,2017
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",215,2019
"NAVIDAD","CENTRO Y SUR",26,"Merluccius gayi","Low",4,2016
"NAVIDAD","CENTRO Y SUR",26,"Merluccius gayi","Low",2,2015
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",1061,2021
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",10,2021
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",756,2019
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",553,2018
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",1044,2013
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",658,2016
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1148,2015
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",516,2015
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",640,2014
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",117,2020
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",795,2017
"NAVIDAD","CENTRO Y SUR",26,"Merluccius gayi","Low",6,2019
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",213,2015
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",812,2020
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",17978,2020
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",17975,2020
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",1015,2020
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",417,2021
"NAVIDAD","CENTRO Y SUR",26,"Merluccius gayi","Low",17,2013
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",104,2019
"COBQUECURA","CENTRO Y SUR",26,"Merluccius gayi","Low",24,2021
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",55,2013
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",164,2018
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",221,2016
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",219,2017
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",845,2020
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",196,2016
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",571,2019
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",50,2021
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",25,2020
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",657,2018
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",1940,2018
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",534,2017
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",108,2018
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",108,2017
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",199,2017
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",186,2018
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",3,2020
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",1120,2013
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",18798,2021
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",652,2019
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",1096,2013
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",2041,2019
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",211,2019
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",213,2018
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",58,2018
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",1745,2016
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",130,2017
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",2264,2013
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",140,2016
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",1,2019
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",170,2020
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",81,2021
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",15071,2019
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",12047,2017
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",16,2020
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",1763,2012
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",1898,2017
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",7,2021
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",111,2018
"COBQUECURA","CENTRO Y SUR",26,"Merluccius gayi","Low",98,2020
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",249,2015
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",18,2016
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",1661,2013
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1210,2018
"HUALPEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1,2015
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",12342,2016
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",59,2021
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",239,2016
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",11601,2018
"PAREDONES","CENTRO Y SUR",26,"Merluccius gayi","Low",263,2021
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",483,2012
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",483,2016
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",300,2019
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",33,2019
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",160,2015
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",502,2015
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",332,2018
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",82,2016
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",134,2021
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",10037,2014
"CUREPTO","CENTRO Y SUR",26,"Merluccius gayi","Low",18,2013
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",463,2016
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",394,2013
