"COMUNA","MACROZONA","id","stock_id","res","ct","yr"
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",8,2017
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",446,2019
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",13,2013
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",114,2019
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",25,2015
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",1083,2019
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",32,2019
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",94,2013
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",1986,2021
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",29359,2020
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",135,2017
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",5,2021
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",33,2019
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",5,2020
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",11,2018
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",419,2018
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",27,2018
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",545,2012
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",178,2016
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",1,2017
"PENCO","CENTRO Y SUR",34,"Brama australis","Medium",2,2018
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",595,2017
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",673,2015
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",12,2018
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",146,2013
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",159,2013
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",23,2018
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",275,2013
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",4,2013
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",10,2015
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",144,2016
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",718,2021
"LOTA","CENTRO Y SUR",34,"Brama australis","Medium",85,2016
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",855,2016
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",634,2016
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",328,2015
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",286,2013
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",296,2014
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",86,2020
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",72,2019
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",129,2017
"LOTA","CENTRO Y SUR",34,"Brama australis","Medium",21,2017
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",54,2020
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",414,2012
"PENCO","CENTRO Y SUR",34,"Brama australis","Medium",11,2013
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",861,2017
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",501,2015
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",5,2020
"LOTA","CENTRO Y SUR",34,"Brama australis","Medium",60,2015
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",878,2017
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",653,2021
"PENCO","CENTRO Y SUR",34,"Brama australis","Medium",1,2015
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",156,2021
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",1643,2016
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",21,2012
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",1034,2014
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",1550,2012
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",660,2016
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",787,2016
"LOTA","CENTRO Y SUR",34,"Brama australis","Medium",6,2013
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",17266,2018
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",70,2017
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",166,2013
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",143,2018
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",473,2012
"LOTA","CENTRO Y SUR",34,"Brama australis","Medium",5,2019
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",321,2015
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",5,2020
"COBQUECURA","CENTRO Y SUR",34,"Brama australis","Medium",2,2021
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",24,2019
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",12,2020
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",148,2021
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",95,2021
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",65,2021
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",276,2013
"COBQUECURA","CENTRO Y SUR",34,"Brama australis","Medium",34,2016
"COBQUECURA","CENTRO Y SUR",34,"Brama australis","Medium",16,2015
"LOTA","CENTRO Y SUR",34,"Brama australis","Medium",7,2020
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",203,2021
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",5,2020
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",220,2017
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",1644,2016
"COBQUECURA","CENTRO Y SUR",34,"Brama australis","Medium",12,2019
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",58,2020
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",990,2015
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",202,2018
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",17123,2018
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",14486,2017
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",951,2015
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",72,2021
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",3,2013
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",2189,2021
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",52,2012
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",6099,2013
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",46,2015
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",909,2019
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",198,2020
"COBQUECURA","CENTRO Y SUR",34,"Brama australis","Medium",2,2020
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",570,2019
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",8,2020
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",973,2015
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",203,2021
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",6095,2013
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",34,2019
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",258,2016
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",29584,2020
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",32499,2019
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",3199,2015
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",905,2014
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",17,2016
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",1391,2014
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",12,2012
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",200,2015
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",158,2013
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",15141,2012
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",10,2013
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",100,2016
"COBQUECURA","CENTRO Y SUR",34,"Brama australis","Medium",9,2018
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",429,2019
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",12,2017
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",1,2016
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",455,2017
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",61,2015
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",2213,2021
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",577,2015
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",32369,2019
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",130,2019
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",90,2019
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",251,2021
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",753,2016
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",15111,2012
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",17064,2014
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",12664,2015
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",17679,2016
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",1577,2018
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",73,2016
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",420,2014
"VICHUQUEN","CENTRO Y SUR",34,"Brama australis","Medium",32,2018
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",220,2012
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",15,2018
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",17045,2016
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",219,2013
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",373,2013
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",920,2018
"CONSTITUCION","CENTRO Y SUR",34,"Brama australis","Medium",2122,2019
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",74,2020
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",14621,2017
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",10,2015
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",219,2018
"PAREDONES","CENTRO Y SUR",34,"Brama australis","Medium",7,2017
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",217,2018
"TOME","CENTRO Y SUR",34,"Brama australis","Medium",525,2017
"TALCAHUANO","CENTRO Y SUR",34,"Brama australis","Medium",3206,2015
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",12163,2015
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",55,2013
"TOLTEN","SUR",34,"Brama australis","Medium",422,2019
"OSORNO","SUR",34,"Brama australis","Medium",4,2017
"SAAVEDRA","SUR",34,"Brama australis","Medium",540,2014
"TOLTEN","SUR",34,"Brama australis","Medium",1470,2021
"CASTRO","SUR",34,"Brama australis","Medium",1162,2017
"TOLTEN","SUR",34,"Brama australis","Medium",1070,2020
"QUELLON","SUR",34,"Brama australis","Medium",10,2017
"CASTRO","SUR",34,"Brama australis","Medium",317,2019
"QUELLON","SUR",34,"Brama australis","Medium",97,2016
"SAAVEDRA","SUR",34,"Brama australis","Medium",1,2021
"MARIQUINA","SUR",34,"Brama australis","Medium",328,2021
"HUALAIHUE","SUR",34,"Brama australis","Medium",1,2016
"VALDIVIA","SUR",34,"Brama australis","Medium",147,2019
"PUERTO MONTT","SUR",34,"Brama australis","Medium",334,2019
"QUELLON","SUR",34,"Brama australis","Medium",12,2018
"SAAVEDRA","SUR",34,"Brama australis","Medium",128,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",155,2017
"SAAVEDRA","SUR",34,"Brama australis","Medium",422,2019
"SAAVEDRA","SUR",34,"Brama australis","Medium",1131,2017
"SAAVEDRA","SUR",34,"Brama australis","Medium",780,2018
"CASTRO","SUR",34,"Brama australis","Medium",1031,2018
"SAAVEDRA","SUR",34,"Brama australis","Medium",784,2012
"OSORNO","SUR",34,"Brama australis","Medium",4,2020
"SAAVEDRA","SUR",34,"Brama australis","Medium",348,2013
"MARIQUINA","SUR",34,"Brama australis","Medium",64,2019
"PUERTO MONTT","SUR",34,"Brama australis","Medium",603,2021
"PUERTO MONTT","SUR",34,"Brama australis","Medium",2478,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",211,2019
"CALBUCO","SUR",34,"Brama australis","Medium",1035,2021
"SAAVEDRA","SUR",34,"Brama australis","Medium",1,2016
"VALDIVIA","SUR",34,"Brama australis","Medium",7,2016
"QUELLON","SUR",34,"Brama australis","Medium",32,2021
"QUEILEN","SUR",34,"Brama australis","Medium",3,2018
"DALCAHUE","SUR",34,"Brama australis","Medium",1028,2018
"DALCAHUE","SUR",34,"Brama australis","Medium",1797,2021
"CASTRO","SUR",34,"Brama australis","Medium",1797,2021
"PUERTO MONTT","SUR",34,"Brama australis","Medium",605,2020
"DALCAHUE","SUR",34,"Brama australis","Medium",256,2013
"PUERTO MONTT","SUR",34,"Brama australis","Medium",518,2016
"VALDIVIA","SUR",34,"Brama australis","Medium",1395,2021
"VALDIVIA","SUR",34,"Brama australis","Medium",375,2020
"DALCAHUE","SUR",34,"Brama australis","Medium",2002,2015
"CALBUCO","SUR",34,"Brama australis","Medium",997,2017
"QUELLON","SUR",34,"Brama australis","Medium",39,2012
"CORRAL","SUR",34,"Brama australis","Medium",4,2021
"DALCAHUE","SUR",34,"Brama australis","Medium",861,2016
"MARIQUINA","SUR",34,"Brama australis","Medium",14,2017
"ANCUD","SUR",34,"Brama australis","Medium",12,2020
"CASTRO","SUR",34,"Brama australis","Medium",861,2016
"CASTRO","SUR",34,"Brama australis","Medium",256,2013
"MARIQUINA","SUR",34,"Brama australis","Medium",198,2020
"QUELLON","SUR",34,"Brama australis","Medium",36,2013
"CASTRO","SUR",34,"Brama australis","Medium",342,2012
"PUERTO MONTT","SUR",34,"Brama australis","Medium",2479,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",525,2018
"CALBUCO","SUR",34,"Brama australis","Medium",2031,2013
"MARIQUINA","SUR",34,"Brama australis","Medium",19,2018
"VALDIVIA","SUR",34,"Brama australis","Medium",573,2020
"CALBUCO","SUR",34,"Brama australis","Medium",4985,2014
"CHAITEN","SUR",34,"Brama australis","Medium",1,2015
"DALCAHUE","SUR",34,"Brama australis","Medium",1162,2017
"SAAVEDRA","SUR",34,"Brama australis","Medium",595,2016
"CASTRO","SUR",34,"Brama australis","Medium",631,2020
"PUERTO MONTT","SUR",34,"Brama australis","Medium",785,2018
"TOLTEN","SUR",34,"Brama australis","Medium",780,2018
"QUELLON","SUR",34,"Brama australis","Medium",29,2019
"TOLTEN","SUR",34,"Brama australis","Medium",784,2012
"CASTRO","SUR",34,"Brama australis","Medium",2002,2015
"TOLTEN","SUR",34,"Brama australis","Medium",128,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",544,2018
"MAULLIN","SUR",34,"Brama australis","Medium",1062,2021
"CALBUCO","SUR",34,"Brama australis","Medium",656,2012
"MAULLIN","SUR",34,"Brama australis","Medium",143,2016
"ANCUD","SUR",34,"Brama australis","Medium",4,2019
"ANCUD","SUR",34,"Brama australis","Medium",5,2018
"DALCAHUE","SUR",34,"Brama australis","Medium",631,2020
"CASTRO","SUR",34,"Brama australis","Medium",1823,2014
"VALDIVIA","SUR",34,"Brama australis","Medium",1063,2021
"QUELLON","SUR",34,"Brama australis","Medium",170,2014
"TOLTEN","SUR",34,"Brama australis","Medium",1471,2021
"TOLTEN","SUR",34,"Brama australis","Medium",348,2013
"CALBUCO","SUR",34,"Brama australis","Medium",555,2019
"SAN JUAN DE LA COSTA","SUR",34,"Brama australis","Medium",4,2017
"VALDIVIA","SUR",34,"Brama australis","Medium",3,2016
"PUERTO MONTT","SUR",34,"Brama australis","Medium",697,2013
"MAULLIN","SUR",34,"Brama australis","Medium",1960,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",42,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",110,2014
"DALCAHUE","SUR",34,"Brama australis","Medium",317,2019
"PUERTO MONTT","SUR",34,"Brama australis","Medium",576,2017
"QUELLON","SUR",34,"Brama australis","Medium",23,2020
"TOLTEN","SUR",34,"Brama australis","Medium",1131,2017
"QUELLON","SUR",34,"Brama australis","Medium",231,2015
"VALDIVIA","SUR",34,"Brama australis","Medium",169,2017
"PUERTO MONTT","SUR",34,"Brama australis","Medium",4304,2014
"ANCUD","SUR",34,"Brama australis","Medium",1,2015
"CALBUCO","SUR",34,"Brama australis","Medium",944,2016
"MAULLIN","SUR",34,"Brama australis","Medium",937,2017
"MAULLIN","SUR",34,"Brama australis","Medium",539,2013
"MAULLIN","SUR",34,"Brama australis","Medium",985,2018
"PUERTO MONTT","SUR",34,"Brama australis","Medium",1236,2013
"ANCUD","SUR",34,"Brama australis","Medium",5,2017
"MAULLIN","SUR",34,"Brama australis","Medium",620,2020
"CALBUCO","SUR",34,"Brama australis","Medium",594,2020
"CALBUCO","SUR",34,"Brama australis","Medium",4138,2015
"TOLTEN","SUR",34,"Brama australis","Medium",598,2016
"PUERTO MONTT","SUR",34,"Brama australis","Medium",371,2012
"CHAITEN","SUR",34,"Brama australis","Medium",1,2016
"MAULLIN","SUR",34,"Brama australis","Medium",372,2019
"VALDIVIA","SUR",34,"Brama australis","Medium",8,2013
"CALBUCO","SUR",34,"Brama australis","Medium",1287,2018
"VALDIVIA","SUR",34,"Brama australis","Medium",41,2012
"ANCUD","SUR",34,"Brama australis","Medium",7,2021
"SAN JUAN DE LA COSTA","SUR",34,"Brama australis","Medium",4,2020
"CISNES","AUSTRAL",35,"Sprattus fuegensis","High",4,2015
"CISNES","AUSTRAL",35,"Sprattus fuegensis","High",2,2014
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",7746,2015
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",4034,2012
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",3674,2021
"GUAITECAS","AUSTRAL",35,"Sprattus fuegensis","High",1,2019
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",4778,2017
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",5326,2013
"GUAITECAS","AUSTRAL",35,"Sprattus fuegensis","High",1,2019
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",5126,2016
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",4277,2014
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",635,2018
"CISNES","AUSTRAL",35,"Sprattus fuegensis","High",2,2017
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",492,2019
"AYSEN","AUSTRAL",35,"Sprattus fuegensis","High",2072,2020
"QUEMCHI","SUR",35,"Sprattus fuegensis","High",2,2018
"HUALAIHUE","SUR",35,"Sprattus fuegensis","High",41,2017
"QUEILEN","SUR",35,"Sprattus fuegensis","High",449,2021
"QUELLON","SUR",35,"Sprattus fuegensis","High",46,2019
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",28,2019
"CASTRO","SUR",35,"Sprattus fuegensis","High",2,2013
"CHAITEN","SUR",35,"Sprattus fuegensis","High",4,2015
"QUELLON","SUR",35,"Sprattus fuegensis","High",13,2021
"QUELLON","SUR",35,"Sprattus fuegensis","High",59,2020
"HUALAIHUE","SUR",35,"Sprattus fuegensis","High",24,2016
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",34,2015
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",31,2018
"OSORNO","SUR",35,"Sprattus fuegensis","High",2,2012
"CASTRO","SUR",35,"Sprattus fuegensis","High",154,2021
"CALBUCO","SUR",35,"Sprattus fuegensis","High",11659,2021
"QUELLON","SUR",35,"Sprattus fuegensis","High",27,2018
"QUELLON","SUR",35,"Sprattus fuegensis","High",136,2017
"QUEILEN","SUR",35,"Sprattus fuegensis","High",48,2020
"CHAITEN","SUR",35,"Sprattus fuegensis","High",15,2013
"QUEILEN","SUR",35,"Sprattus fuegensis","High",15,2016
"HUALAIHUE","SUR",35,"Sprattus fuegensis","High",7,2018
"CHAITEN","SUR",35,"Sprattus fuegensis","High",76,2014
"QUEILEN","SUR",35,"Sprattus fuegensis","High",34,2018
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",24,2021
"QUELLON","SUR",35,"Sprattus fuegensis","High",576,2013
"CASTRO","SUR",35,"Sprattus fuegensis","High",127,2020
"QUEILEN","SUR",35,"Sprattus fuegensis","High",365,2019
"CHAITEN","SUR",35,"Sprattus fuegensis","High",24,2016
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",27,2017
"QUEILEN","SUR",35,"Sprattus fuegensis","High",2,2015
"CHONCHI","SUR",35,"Sprattus fuegensis","High",37,2019
"CASTRO","SUR",35,"Sprattus fuegensis","High",259,2018
"CHONCHI","SUR",35,"Sprattus fuegensis","High",50,2018
"CHAITEN","SUR",35,"Sprattus fuegensis","High",41,2017
"HUALAIHUE","SUR",35,"Sprattus fuegensis","High",4,2015
"CHONCHI","SUR",35,"Sprattus fuegensis","High",30,2017
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",354,2014
"QUELLON","SUR",35,"Sprattus fuegensis","High",2538,2015
"QUELLON","SUR",35,"Sprattus fuegensis","High",1,2014
"MAULLIN","SUR",35,"Sprattus fuegensis","High",55,2013
"CALBUCO","SUR",35,"Sprattus fuegensis","High",20869,2013
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",43,2016
"CASTRO","SUR",35,"Sprattus fuegensis","High",28,2016
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",25,2019
"HUALAIHUE","SUR",35,"Sprattus fuegensis","High",20,2019
"CASTRO","SUR",35,"Sprattus fuegensis","High",288,2017
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",371,2013
"CHONCHI","SUR",35,"Sprattus fuegensis","High",52,2016
"CALBUCO","SUR",35,"Sprattus fuegensis","High",11669,2021
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",8,2020
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",7,2020
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",488,2013
"PUERTO MONTT","SUR",35,"Sprattus fuegensis","High",15,2012
"CASTRO","SUR",35,"Sprattus fuegensis","High",2,2015
"CALBUCO","SUR",35,"Sprattus fuegensis","High",13972,2020
"CASTRO","SUR",35,"Sprattus fuegensis","High",99,2016
"CHAITEN","SUR",35,"Sprattus fuegensis","High",7,2018
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",2,2013
"QUEILEN","SUR",35,"Sprattus fuegensis","High",18,2017
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",173,2018
"CASTRO","SUR",35,"Sprattus fuegensis","High",29,2014
"QUEMCHI","SUR",35,"Sprattus fuegensis","High",3,2019
"CALBUCO","SUR",35,"Sprattus fuegensis","High",22491,2014
"QUELLON","SUR",35,"Sprattus fuegensis","High",3,2021
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",240,2017
"CALBUCO","SUR",35,"Sprattus fuegensis","High",18213,2016
"HUALAIHUE","SUR",35,"Sprattus fuegensis","High",15,2013
"CHAITEN","SUR",35,"Sprattus fuegensis","High",17,2019
"CASTRO","SUR",35,"Sprattus fuegensis","High",666,2019
"CALBUCO","SUR",35,"Sprattus fuegensis","High",8033,2018
"CALBUCO","SUR",35,"Sprattus fuegensis","High",21065,2015
"QUELLON","SUR",35,"Sprattus fuegensis","High",116,2016
"CALBUCO","SUR",35,"Sprattus fuegensis","High",10550,2019
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",4,2016
"CALBUCO","SUR",35,"Sprattus fuegensis","High",13641,2017
"CALBUCO","SUR",35,"Sprattus fuegensis","High",21383,2013
"QUELLON","SUR",35,"Sprattus fuegensis","High",1,2016
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",261,2019
"CALBUCO","SUR",35,"Sprattus fuegensis","High",10504,2019
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",127,2020
"DALCAHUE","SUR",35,"Sprattus fuegensis","High",154,2021
"CALBUCO","SUR",35,"Sprattus fuegensis","High",23603,2015
"CALBUCO","SUR",35,"Sprattus fuegensis","High",19746,2012
"CALBUCO","SUR",35,"Sprattus fuegensis","High",18328,2016
"CALBUCO","SUR",35,"Sprattus fuegensis","High",13777,2017
"CALBUCO","SUR",35,"Sprattus fuegensis","High",14031,2020
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",61,2014
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",7210,2015
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",44,2016
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",52,2016
"QUINTERO","CENTRO",36,"Strangomera bentincki","High",4,2012
"CONCON","CENTRO",36,"Strangomera bentincki","High",2,2019
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",9666,2012
"QUINTERO","CENTRO",36,"Strangomera bentincki","High",3,2014
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",47,2013
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",31,2018
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",33,2015
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",373,2020
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",4714,2018
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",3188,2017
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",76,2019
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",5147,2013
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",52,2013
"CONCON","CENTRO",36,"Strangomera bentincki","High",8,2016
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",4914,2016
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",1282,2019
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",78,2019
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",22,2018
"COQUIMBO","CENTRO",36,"Strangomera bentincki","High",5,2012
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",29,2015
"QUINTERO","CENTRO",36,"Strangomera bentincki","High",4,2015
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",5,2021
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",48,2020
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",110,2017
"CONCON","CENTRO",36,"Strangomera bentincki","High",9,2018
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",104,2017
"CONCON","CENTRO",36,"Strangomera bentincki","High",6,2017
"CONCON","CENTRO",36,"Strangomera bentincki","High",5,2013
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",8934,2014
"CONCON","CENTRO",36,"Strangomera bentincki","High",4,2015
"VALPARAISO","CENTRO",36,"Strangomera bentincki","High",48,2012
